item_id,category_name,item_description,item_title,business_line,tf_code
801819,ماهی جنوبی,"مناسب پخت ماهی شکم پر، قلیه و انواع غذای دریایی، ارائه به صورت فیله شده در بسته بندی بهداشتی",ماهی حلوا بحرینی (یک کیلوگرم),Meat Shop,536o72
803961,حلوا ,یک بسته,حلوا زعفرانی,Restaurant,5p3p3r
804350,حلوا,,حلوا ارده 500 میلی لیتر,Pastry,5mkm69
804351,حلوا,,حلوا کنجدی 500 میلی لیتر,Pastry,5mkm69
806624,حلوا, ,حلوا کشی یک کیلوگرم,Pastry,5mkm69
806653,دسر,300 گرم,شله زرد,Restaurant,2o136m
811582,حلوا و خرما,,حلوا ویفری (1.800 کیلوگرم),Pastry,2o1gzk
811583,حلوا و خرما,,حلوا مخلوط (دو کیلوگرم),Pastry,2o1gzk
811584,حلوا و خرما,,حلوا روکش دار با خرما و مغز گردو (1.800 کیلوگرم) خرما روکشدار و مغز گردو (1.800 کیلوگرم),Pastry,2o1gzk
811585,حلوا و خرما,,خرما با مغز گردو (1.900 کیلوگرم),Pastry,2o1gzk
812512,محصولات رژیمی و بدون قند,"شیرین شده با شهد خرما، جوانه گندم، 345 گرم	",بسکوییت با شهد خرما 345 گرم,,2x44ll
814462,غذای سنتی,"آرد گندم، شکر، شیره انگور و کره",حلوا یک کیلوگرم,Restaurant,5w74m7
816751,خشکبار,"± 50 گرم	
",خرما پیارم 500 گرم,Pastry,5rw398
816853,خشکبار,"سرشار از فیبر، پتاسیم، آهن و آنتی اکسیدان است، به بهبود عملکرد گوارش، تقویت قلب، تنظیم قند خون و افزایش انرژی روزانه کمک می کند",خرما پیارم 250 گرم,Pastry,2nlzxp
816854,خشکبار,"خرمایی درشت و گوشتی با بافت نرم و طعمی شیرین که سرشار از انرژی، آنتی اکسیدان و مواد معدنی مفید برای سلامت قلب و بدن است",خرما مجول 250 گرم,Pastry,2nlzxp
816859,خشکبار,نیمه خشک با طعم ملایم و شیرین که سرشار از فیبر و پتاسیم است و به بهبود گوارش و تقویت انرژی کمک می کند,خرما زاهدی 250 گرم,Pastry,2nlzxp
817205,سایر محصولات,,خرما مضافتی,Pastry,5zk748
819698,شیرینی خشک, ±۵۰ گرم,زولبیا و بامیه دو کیلوگرم,Pastry,2o1go6
822601,شیرینی بسته بندی,"شرایط نگهداری:
(خشک و خنک)، ماندگاری: (10 روز)، توضیحات: (بسته بندی)،
طول: (34 سانتیمتر)، عرض: (25 سانتیمتر)، ارتفاع: (3 سانتیمتر)",حلوا ویفری 1.5 کیلو,Pastry,2k63ny
822604,شیرینی بسته بندی,"شرایط نگهداری: (خشک و خنک)، ماندگاری: (10 روز)، توضیحات: (بسته بندی)، طول: (34 سانتیمتر)، عرض: (25 سانتیمتر)، ارتفاع: (3 سانتیمتر)تذکر : خرما حلوای مخلوط در طرح ها و چیدمان های مختلف تولید میشود و همیشه نمونه عکاسی شده موجود نمیباشد  . ",حلوا خرما مخلوط 1.5 کیلوگرم,Pastry,2k63ny
822606,شیرینی بسته بندی,"وزن:1.700 کیلوگرم، شرایط نگهداری: (خشک و خنک)، ماندگاری: (10 روز)، توضیحات: (بسته بندی)، طول: (34 سانتیمتر)، عرض: (25 سانتیمتر)، ارتفاع: (3 سانتیمتر)",خرما دور حلوا,Pastry,2k63ny
823081,سایر محصولات,۵۰۰ گرم,شیره خرما ۵۰۰ گرم,,5474ox
823122,ارده و شیره و کره,"900 گرم، شیره خرما سرشار از آهن و انرژی است و برای درمان کم‌خونی و افزایش قدرت جسمی مفید است

",شیره خرما گل بهان 900 گرم,Pastry,2nlzxp
823132,ارده و شیره و کره,"700 گرم، ترکیبی مقوی و سیرکننده است که برای افزایش انرژی و بهبود عملکرد مغز مفید است",حلوا ارده هل سیباسان 700 گرم,Pastry,2nlzxp
828762,خشکبار,,خرما پیارم ۵۰۰ گرم,,5k61y1
828871,حلوا,با مغزیجات و روغن حیوانی ,حلوا کازرونی,Pastry,5mkm69
833334,خشکبار,,خرما زاهدی یک کیلوگرم,,2w7xzo
833335,خشکبار,,خرما خاصویی یک کیلوگرم,,2w7xzo
833346,خشکبار,,خرما پیارم 500 گرم,,2w7xzo
836479,شیرینی سنتی,"1.6 کیلوگرم، تهیه شده از آرد روغن زعفران شکر گلاب واب",حلوا ویفری رولتی,Pastry,5gx418
837766,سوغات,۵۰۰ گرم,حلوا ارده رژیمی با شیره خرما اردکان ۵۰۰ گرم,Pastry,54n3y3
837817,حلوا و خرما,دو کیلوگرم,"خرما با گردو دو کیلوگرم	",Pastry,5o1nz4
837818,حلوا و خرما,"2.2 کیلوگرم	",حلوا خرما خرما تک 2.2 کیلوگرم,Pastry,5o1nz4
837819,حلوا و خرما,"2.2 کیلوگرم	","حلوا ویفری	 2.2 کیلوگرم",Pastry,5o1nz4
837820,حلوا و خرما,"2.2 کیلوگرم	",حلوا خرما مخلوط 2.2 کیلوگرم,Pastry,5o1nz4
841643,حلوا,"1.600 کیلوگرم ( 70 تا 75 عدد)	، آرد، شکر، روغن و هل و زعفران",حلوا قیفی مخلوط 1.600 کیلوگرم ( 70 تا 75 عدد),Pastry,2ll1op
841644,حلوا,"1.800 کیلوگرم (85 تا 90 عدد)، آرد، شکر، روغن، هل و زعفران و ویفر","حلوا ویفری	 1.800 کیلوگرم (85 تا 90 عدد)",Pastry,2ll1op
841645,حلوا,"1.500کیلوگرم (50 تا 55 عدد)، آرد، شکر و روغن، هل و زعفران، خرما با مغز گردو",حلوا خرما مجلسی 1.500کیلوگرم  (50 تا 55 عدد),Pastry,2ll1op
841646,حلوا,"1.750 کیلوگرم (65 تا 70 عدد)، آرد، شکر، روغن، هل و زعفران",حلوا مخلوط 1.750 کیلوگرم (65 تا 70 عدد),Pastry,2ll1op
842188,پکیج ویژه,"یک کیلوگرم ماهی قزل آلا، یک کیلوگرم حلوا سیاه، یک کیلوگرم شیر ماهی فیله شده",پک ماهی قزل آلا و حلوا سیاه,Meat Shop,2w3rmw
842374,ماهی و میگو,تمیز بدون استخوان ومنجمد فیله شده وبدون استخوان میباشد,ماهی حلوا سیاه درجه یک یک کیلوگرم,Meat Shop,2w3rmw
843117,تنقلات, ,حلوا شکری سیمرغ,Meat Shop,2944l4
845075,ارده و شیره,500 گرم,شیره خرما 500 گرم,Pastry,5mkm69
850423,غذای پرسی,,فرنی,Restaurant,2mko3n
850580,غذای سنتی,"برنج ایرانی، زعفران",شله زرد 300 گرم,Restaurant,2k6zrm
850593,دسر,"220 گرم، شیر، شیره انگور، آرد، ارائه در بسته بندی بهداشتی",حلوا زعفرانی,Restaurant,2k6zrm
852599,خشکبار,خرما پیارم اعلا و تازه,خرما پیارم یک کیلوگرم,,53zpl4
852618,خشکبار,ارائه در بسته بندی بهداشتی,خرما زاهدی یک کیلوگرم,,53zpl4
852670,حبه میوه,"۲۰۰ گرمی، حبه میوه بسیار مقوی و جایگزین مناسب بجای تنقلات مضر می باشد، تمامی خواص میوه در این نوع محصول حفظ و ذخیره شده است",حبه خرما و هل ۲۰۰ گرمی,,53zpl4
852671,حبه میوه,"۲۰۰ گرمی، حبه میوه بسیار مقوی و جایگزین مناسب بجای تنقلات مضر می باشد، تمامی خواص میوه در این نوع محصول حفظ و ذخیره شده است",حبه خرما ۲۰۰ گرمی,,53zpl4
852672,حبه میوه,"۲۰۰ گرمی، حبه میوه بسیار مقوی و جایگزین مناسب بجای تنقلات مضر می باشد، تمامی خواص میوه در این نوع محصول حفظ و ذخیره شده است",حبه مخلوط خرما ۲۰۰ گرمی,,53zpl4
854782,زولبیا و بامیه,زولبیا و بامیه تازیین شده با پسته و نارگیل,مخلوط زولبیا و بامیه 1.3 کیلوگرم,Pastry,571po6
854783,زولبیا و بامیه,,زولبیا یک کیلوگرم,Pastry,571po6
856136,ارده و شیره,,"شیره خرما (400 گرم)	",,5x48wm
859466,شیرینی خشک,یک کیلوگرم,زولبیا و بامیه یک کیلوگرم,Pastry,5p6mgp
859467,شیرینی خشک,یک کیلوگرم,گوشفیل یک کیلوگرم,Pastry,5p6mgp
862653,میان‌ وعده,"۱۱ عدد خرما با مفز گردو، پودر پسته، دارچین، آرد، کره(بدون شکر افزوده)",دسر خرما رنگینک,Restaurant,2lwknm
863318,سلاق,,خرما,Cafe,51y9my
868441,دسر,"300 گرم، تزئین شده با پودر دارچین، خلال بادام گلاب کره محلی شکر گل محمدی",شله زرد,Restaurant,5rw76k
868442,دسر,"300 گرم، تزئین شده با پودر دارچین گل محمدی گلاب اعلا شکر آرد برنج شیر",فرنی,Restaurant,5rw76k
868446,دسر سنتی,,حلوا زعفرانی 500 گرم,Restaurant,5rw76k
868447,دسر سنتی,"250 گرم شعریه، آرد، شکر، زعفران",حلوا شعریه 250 گرم,Restaurant,5rw76k
869341,سالاد و پیش غذا,"250 گرم، شله زرد زعفرانی، برنج، زعفران، گلاب، شکر",شله زرد,Restaurant,23zppk
870642,حلوا و خرما,"1.4 کیلوگرم، بسته بندی سینی، تشکیل شده از: حلوا ویفری، خرما",حلوا و خرما مخلوط 1.4 کیلوگرم,Pastry,2mkpyl
870643,حلوا و خرما,"1.4 کیلوگرم، شامل: حلوا ویفری رولتی",حلوا 1.4 کیلوگرم,Pastry,2mkpyl
870799,خشکبار,,خرما پیارم 500 گرم,Pastry,24wzyx
871294,خشکبار,±50 گرم,خرما پیارم درجه یک یک کیلوگرم,,23z9zp
871296,خشکبار,±50 گرم,خرما زاهدی یک کیلوگرم,,23z9zp
874641,پیش غذا,"آماده شده به روش کاملا خانگی توسط پرسنل ترنج ظرف یک نفره حلوا عربی، شیر خشک، کره حیوانی، آرد نول، زعفران، گلاب، هل",حلوا عربی,Restaurant,5ll7pw
874643,پیش غذا,"300 گرم شله زرد، برنج،‌ زعفران، گلاب، هل",شله زرد,Restaurant,5ll7pw
876030,خرما,900 گرم,خرما خاصویی رامبد 900 گرم,,2nx7mr
876033,خرما,"دو کیلوگرم، یک بسته",خرما کبکاب طارونه دو کیلوگرم,,2nx7mr
876034,خرما,دو ردیفه,خرما رطب یک جعبه,,2nx7mr
876035,خرما,1.9 کیلوگرم,خرما کبکاب خشت 1.9 کیلوگرم,,2nx7mr
876036,خرما,,خرما زاهدی دو کیلوگرم,,2nx7mr
876037,خرما,,خرما پیارم 500 گرم,,2nx7mr
876038,خرما, یک کیلوگرم,خرما کبکاب یک کیلوگرم,,2nx7mr
876039,حلوا,,حلوا اردکان 800 گرم,,2nx7mr
876166,میکس شیر,400 میلی لیتر,شیرموز خرما,Cafe,2ll7m6
878980,پیش غذا,"۱۰۰ گرم	",حلوا زعفرانی,Restaurant,2r1m65
889602,خشکبار,یک کیلوگرم,خرما زاهدی یک کیلوگرم,,5w371w
889603,خشکبار,یک کیلوگرم,چیپس خرما پیارم یک کیلوگرم,,5w371w
890094,دسر, ۱۰۰ گرم ,شله زرد,Restaurant,21z9o5
892333,خواربار,750 گرم,"خرما مضافتی صادراتی 750 گرم	",Meat Shop,2r67n4
892434,لوازم قنادی , ۱۲۰ گرم,پودر نیمه آماده فرنی رشد ۱۲۰ گرم,Meat Shop,2r67n4
893502,پیش غذا,"آرد برنج، گلاب، زعفران، شکر",حلوا زعفرانی 500 گرم,Restaurant,5o1nxg
894221,شیرینی سنتی,"1.05 تا 1.1 کیلوگرم (حدود ۶۰ تا 65 عدد)، مناسب مراسم ترحیم، محتویات ویژه (گلاب، هل، زعفران)",حلوا رولتی 1.05 تا 1.1 کیلوگرم (حدود ۶۰ تا 65 عدد),Pastry,5nxoy1
894927,میگو و ماهی,یک کیلوگرم,ماهی حلوا سیاه,Meat Shop,5ll1kx
895496,کیک و کوکی,"یک عدد، جو دو سر، خرما، مناسب وگن",بار خرما,Cafe,51y47n
896212,شکلات,220 میلی لیتر ,"انرژی بار خرما بادام 	220 میلی لیتر",Cafe,2y4o47
898619,خرما,یک کیلوگرم,خرما زاهدی یک کیلوگرم,,2ll48k
898620,خرما, ,"خرما خاصویی (یک کیلوگرم)	",,2ll48k
898621,خرما,یک کیلوگرم,خرما آلویی یک کیلوگرم,,2ll48k
898623,خرما, ,"خرما کبکاب (یک کیلوگرم)	",,2ll48k
904316,خرما رطب,۱.۵ کیلوگرم خالص,خرما رطب لوکس,Pastry,5klrm9
905946,حلوا و خرما,"500 گرم، شیره انگور، گردو، چوبک، پودر هل",حلوا گردو ارومیه 500 گرم,,2774gr
905947,حلوا و خرما,"500 گرم، شیره انگور، هویج، گردو، وانیل، پودر هل",حلوا هویج ارومیه 500 گرم,,2774gr
905948,حلوا و خرما,"500 گرم، شیره انگور، پسته، وانیل، پودر هل",حلوا پسته ارومیه 500 گرم,,2774gr
905949,حلوا و خرما,,خرما پیارم ۲۵۰ گرم,,2774gr
905950,حلوا و خرما,,خرما خاصویی ۲۵۰ گرم,,2774gr
906060,حلوا و خرما,1.5 تا 1.7 کیلوگرم,حلوا و خرما میکس 1.5 تا 1.7 کیلوگرم,Pastry,54w87z
906061,خشکبار,1.1 کیلوگرم (60 عدد),خرما پیارم 1.1 کیلوگرم (60 عدد),Pastry,54w87z
906062,حلوا و خرما,1.6 کیلوگرم,حلوا رولتی 1.6 کیلوگرم,Pastry,54w87z
906119,حلوا و خرما,1.8 کیلوگرم,خرما حلوایی مغزدار 1.8 کیلوگرم,Pastry,54w87z
906134,زولبیا و بامیه,"زولبیا و بامیه زعفرانی، شهد گلاب، مناسب مراسم مذهبی و پذیرایی ",زولبیا و بامیه یک کیلوگرم,Pastry,54w87z
907434,کیک و دسر,یک نفره,بار خرما,Cafe,5nk7kz
909834,حلوا,"حلوا زعفرانی، 1.800 کیلوگرم (80 عدد)	",حلوا رولتی 1.800 کیلوگرم (80 عدد),Pastry,586zoy
909835,حلوا,"1.8 کیلوگرم (70 عدد)، حلوا زعفرانی، خرما با گردو ",خرما حلوا 1.8 کیلوگرم (70 عدد),Pastry,586zoy
909836,حلوا,"1.5 کیلوگرم (80 عدد)	",خرما گردو 1.5 کیلوگرم (80 عدد),Pastry,586zoy
909837,حلوا,"1.800 کیلوگرم (80 عدد)	",حلوا خرما میکس 1.800 کیلوگرم (80 عدد),Pastry,586zoy
911090,کوکی,,کوکی خرما 300 گرم,Pastry,5y4719
911621,حلوا و خرما,دو کیلوگرم,حلوا مخلوط دو کیلوگرم,Pastry,21k73x
911622,حلوا و خرما,1.800 کیلوگرم,حلوا و خرما 1.800 کیلوگرم,Pastry,21k73x
911623,حلوا و خرما,1.900 کیلوگرم,حلوا رولتی 1.900 کیلوگرم,Pastry,21k73x
912113,ارده و شیره,400 گرم,حلوا ارده درجه یک 400 گرم,,5rw3zo
912125,ارده و شیره,400 گرم,شیره خرما 400 گرم,,5rw3zo
